gage,threshold,wet_DateTime,q,rewetting_event,weting_subevent,inital_rewetting_rate,p_value_i,rewetting_rate,p_value,sample_rate
8052700,0.25,1996-03-13T06:00:00Z,0,150,0,0.26798564078277076,0.2923519924402382,-0.0031011486145025896,0.9176903177425282,0.25
8052700,0.25,1996-03-13T08:15:00Z,0.1,150,1,0.26798564078277076,0.2923519924402382,-0.0031011486145025896,0.9176903177425282,0.25
8052700,0.25,1996-03-13T13:15:00Z,0.1,150,2,0.26798564078277076,0.2923519924402382,-0.0031011486145025896,0.9176903177425282,0.25
8052700,0.25,1996-03-14T11:30:00Z,0.2,150,3,0.26798564078277076,0.2923519924402382,-0.0031011486145025896,0.9176903177425282,0.25
8052700,0.25,1996-03-14T23:15:00Z,0.3,150,4,0.26798564078277076,0.2923519924402382,-0.0031011486145025896,0.9176903177425282,0.25
8052700,0.25,1996-04-03T06:00:00Z,0,151,0,0.6600687766575063,1.4917612088432453e-48,0.6584867081032233,2.4062398281520267e-49,0.25
8052700,0.25,1996-04-04T12:15:00Z,113,151,1,0.6600687766575063,1.4917612088432453e-48,0.6584867081032233,2.4062398281520267e-49,0.25
8052700,0.25,1996-04-19T05:45:00Z,0,152,0,0.049757512588201915,0.5381597054693605,0.022692565029811967,0.1291639353575393,0.25
8052700,0.25,1996-04-19T14:30:00Z,0.3,152,1,0.049757512588201915,0.5381597054693605,0.022692565029811967,0.1291639353575393,0.25
8052700,0.25,1996-04-22T04:00:00Z,0.1,152,2,0.049757512588201915,0.5381597054693605,0.022692565029811967,0.1291639353575393,0.25
8052700,0.25,1996-04-22T18:45:00Z,0.4,152,3,0.049757512588201915,0.5381597054693605,0.022692565029811967,0.1291639353575393,0.25
8052700,0.25,1996-04-22T05:00:00Z,0.1,153,0,0.031133336373796006,0.619220698701175,0.0923028505142992,0.007720580066557529,0.25
8052700,0.25,1996-04-22T18:15:00Z,0.4,153,1,0.031133336373796006,0.619220698701175,0.0923028505142992,0.007720580066557529,0.25
8052700,0.25,1996-04-23T15:15:00Z,1.2,153,2,0.031133336373796006,0.619220698701175,0.0923028505142992,0.007720580066557529,0.25
8052700,0.25,1996-06-01T15:45:00Z,0,154,0,0.2197937460986391,0.008281708483560885,0.07933812464399043,0.1761861258216366,0.25
8052700,0.25,1996-06-01T21:30:00Z,1.9,154,1,0.2197937460986391,0.008281708483560885,0.07933812464399043,0.1761861258216366,0.25
8052700,0.25,1996-06-02T03:00:00Z,2.3,154,2,0.2197937460986391,0.008281708483560885,0.07933812464399043,0.1761861258216366,0.25
8052700,0.25,1996-06-02T11:00:00Z,3.6,154,3,0.2197937460986391,0.008281708483560885,0.07933812464399043,0.1761861258216366,0.25
8052700,0.25,1996-06-07T06:15:00Z,0,155,0,0.5600277250023701,2.9182186803138556e-13,0.5600277250023701,2.9182186803138556e-13,0.25
8052700,0.25,1996-06-07T16:30:00Z,132,155,1,0.5600277250023701,2.9182186803138556e-13,0.5600277250023701,2.9182186803138556e-13,0.25
8052700,0.25,1996-07-12T23:30:00Z,0,156,0,0.23537375340298194,0.02480689965657876,0.23537375340298194,0.02480689965657876,0.25
8052700,0.25,1996-07-13T09:30:00Z,27,156,1,0.23537375340298194,0.02480689965657876,0.23537375340298194,0.02480689965657876,0.25
8052700,0.25,1996-08-01T21:45:00Z,0,157,0,0.2199736291953301,0.007234290986747229,0.2199736291953301,0.007234290986747229,0.25
8052700,0.25,1996-08-02T21:00:00Z,0.6,157,1,0.2199736291953301,0.007234290986747229,0.2199736291953301,0.007234290986747229,0.25
8052700,0.25,1996-08-27T10:45:00Z,0,158,0,0.03796392534992908,0.5423458457932873,0.03796392534992908,0.5423458457932873,0.25
8052700,0.25,1996-08-27T20:45:00Z,0.4,158,1,0.03796392534992908,0.5423458457932873,0.03796392534992908,0.5423458457932873,0.25
8052700,0.25,1996-09-13T15:30:00Z,0,159,0,0.46867130990733424,2.7525599145385953e-9,0.392813211059861,5.181122833387172e-15,0.25
8052700,0.25,1996-09-14T05:45:00Z,16,159,1,0.46867130990733424,2.7525599145385953e-9,0.392813211059861,5.181122833387172e-15,0.25
8052700,0.25,1996-09-14T17:15:00Z,4.2,159,2,0.46867130990733424,2.7525599145385953e-9,0.392813211059861,5.181122833387172e-15,0.25
8052700,0.25,1996-10-10T05:00:00Z,0.1,160,0,-0.00560075810101552,0.5207306713218363,-0.004806055250766993,0.3285267474428246,0.25
8052700,0.25,1996-10-15T13:00:00Z,0.1,160,1,-0.00560075810101552,0.5207306713218363,-0.004806055250766993,0.3285267474428246,0.25
8052700,0.25,1996-10-20T07:15:00Z,0.1,160,2,-0.00560075810101552,0.5207306713218363,-0.004806055250766993,0.3285267474428246,0.25
8052700,0.25,1997-06-10T02:15:00Z,0,162,0,0.3806004808716481,9.224567536098412e-11,0.3806004808716481,9.224567536098412e-11,0.25
8052700,0.25,1997-06-10T19:00:00Z,100,162,1,0.3806004808716481,9.224567536098412e-11,0.3806004808716481,9.224567536098412e-11,0.25
8052700,0.25,1997-08-07T14:45:00Z,0,164,0,0.4528132112759182,7.541944011220231e-7,0.4528132112759182,7.541944011220231e-7,0.25
