response,model_type,full_predictors,stepwise_predictors,rmse,r_squared,aic
minDO.pctsat,linear,"PercWet_1d, PPT_14d, Q_7d","PercWet_1d, PPT_14d, Q_7d",0.9445892032287854,0.15419925903523785,2595.4780716431906
minDO.pctsat,linear,"PercWet_1d, PPT_14d, Q_14d","PercWet_1d, PPT_14d, Q_14d",0.9339512893634098,0.16644043415629362,2581.4680017426717
minDO.pctsat,linear,"PercWet_1d, PPT_14d, Q_30d","PPT_14d, Q_30d",0.9265108621480133,0.11913851484126821,2628.5106126349683
minDO.pctsat,linear,"PercWet_1d, PPT_14d, Q_60d","PercWet_1d, PPT_14d, Q_60d",0.8980416462653571,0.21410608436234874,2524.881103912297
minDO.pctsat,linear,"PercWet_1d, PPT_14d, exeProb","PercWet_1d, PPT_14d, exeProb",0.9295368358966585,0.1701116096344443,2577.2262034353685
minDO.pctsat,linear,"PercWet_1d, PPT_14d, Depth_1d","PercWet_1d, Depth_1d",0.8890342202411071,0.21055335108641993,2523.215636448536
minDO.pctsat,linear,"PercWet_1d, PPT_14d, Depth_7d","PercWet_1d, Depth_7d",0.8754445474221937,0.24060129177513992,2485.923734621693
minDO.pctsat,linear,"PercWet_1d, PPT_14d, Depth_14d","PercWet_1d, Depth_14d",0.86512971122208715,0.24772986290394397,2476.8600992136057
minDO.pctsat,linear,"PercWet_1d, PPT_14d, Depth_30d","PercWet_1d, Depth_30d",0.867036292764209,0.24546003124118956,2479.755367660992
minDO.pctsat,linear,"PercWet_1d, PPT_14d, Depth_60d","PercWet_1d, Depth_60d",0.8864216528082702,0.19538414196928836,2541.5060735548677
minDO.pctsat,linear,"PercWet_1d, PPT_30d, Q_1d","PercWet_1d, PPT_30d, Q_1d",0.8993758275220398,0.16770613984575353,2580.007677103484
minDO.pctsat,linear,"PercWet_1d, PPT_30d, Q_7d","PercWet_1d, PPT_30d, Q_7d",0.8989027661985889,0.1757277991617494,2570.700623146693
minDO.pctsat,linear,"PercWet_1d, PPT_30d, Q_14d","PercWet_1d, PPT_30d, Q_14d",0.8923783533260109,0.18562170524427307,2559.0957576631513
minDO.pctsat,linear,"PercWet_1d, PPT_30d, Q_30d","PPT_30d, Q_30d",0.9204722381371401,0.12268413744558077,2624.634612359735
minDO.pctsat,linear,"PercWet_1d, PPT_30d, Q_60d","PPT_30d, Q_60d",0.8896172459253892,0.16813654550160198,2573.5105848624426
minDO.pctsat,linear,"PercWet_1d, PPT_30d, exeProb","PercWet_1d, PPT_30d, exeProb",0.8897554821323693,0.1952057279917728,2547.7191402305352
minDO.pctsat,linear,"PercWet_1d, PPT_30d, Depth_1d","PercWet_1d, Depth_1d",0.8890342202411071,0.21055335108641993,2523.215636448536
minDO.pctsat,linear,"PercWet_1d, PPT_30d, Depth_7d","PercWet_1d, Depth_7d",0.8754445474221937,0.24060129177513992,2485.923734621693
minDO.pctsat,linear,"PercWet_1d, PPT_30d, Depth_14d","PercWet_1d, Depth_14d",0.86512971122208715,0.24772986290394397,2476.8600992136057
minDO.pctsat,linear,"PercWet_1d, PPT_30d, Depth_30d","PercWet_1d, Depth_30d",0.867036292764209,0.24546003124118956,2479.755367660992
minDO.pctsat,linear,"PercWet_1d, PPT_30d, Depth_60d","PercWet_1d, Depth_60d",0.8864216528082702,0.19538414196928836,2541.5060735548677
minDO.pctsat,linear,"PercWet_1d, PPT_60d, Q_1d","PercWet_1d, PPT_60d, Q_1d",0.9120614787269311,0.1572533454107399,2592.001734271667
minDO.pctsat,linear,"PercWet_1d, PPT_60d, Q_7d","PercWet_1d, PPT_60d, Q_7d",0.9044816287943104,0.16902269237801254,2578.4863289646505
minDO.pctsat,linear,"PercWet_1d, PPT_60d, Q_14d","PercWet_1d, PPT_60d, Q_14d",0.8934923544202803,0.18858940263500942,2555.5873558356548
